ticker,name,exchange,industry,sector,RevenueGrowth1Y,QuickRatioQ,ProfitAfTaxGrowthQ,NetRevenueGrowthQ,EquityGrowthQ,EquityGrowthY,TotAssetGrowthQ,MarketCap,PBQ,ROA4Q,ROE4Q,TradingDay,ProfitGrowth1Y,EPSQ,AvgValue20P,Return5Y,NetProfitMargin4Q,InterestCoverageQ,TotAssetGrowthY,PEG3Y,DomesticOwnership,RelativePersonOwnership,BomOwnership,InternalOwnership,ExternalOwnership,MajorOwnership,TreasuryOwnership,MinorityOwnership,BETA,IndROA4Q,IndROE4Q,IndPE4Q,IndPBQ,StateOwnership,ForeignOwnership,OtherOwnership,CashDivYield,CashDiv1Y,GrossProfitMargin4Q,EPS4Q,PE4Q,EPSGrowthY,EPSGrowthQ,CurrentRatioQ,TotAssetTurnover4Q,RtBuyFrgnValue,RtSellFrgnValue,RtPrice,RtCHGPrice,RtPCTPrice,RtAccumValue,RtAccumVol,RtPCTVol10S,RtPCTVol20S,RtPCTHighest52w,RtPCTLowest52w,SMA10,SMA20,SMA50,SMA200,BollingerBandLower20,BollingerBandUpper20
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung ,HOSE,Đồ uống,Thực phẩm & Đồ uống,-0.0218,0.2606,-0.6028,-0.3474,-0.0254,0.0647,-0.0474,934200082400,2.0332,0.2332,0.3817,697,0.4788,640.3961,641093550,1.6589,0.1358,20.0904,-0.0493,16.7861,87.1254,0.975,2.43,3.405,96.595,55.461,0,44.539,0.4153,0.4082,0.7374,-0.7784,-0.6159,2.41,12.8746,84.7154,0.1118,3500,0.2243,6187.1576,5.0589,0.4788,-0.6028,0.9,1.7166,0,0,31000,-300.0000000000007,-0.009584664536741228,43000000,1380,-0.7915722700498414,-0.9320899562029428,-0.225,0.10714285714285714,31.3,31.48,31.03,33.53,30.823864612951425,32.14613538704852
SNZ,Tổng Công ty Cổ phần Phát triển khu Công Nghiệp,UPCOM,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.15,2.0191,-0.4214,-0.3385,0.0255,0.1191,-0.0008,8247052879000,1.095,0.0395,0.0944,953,0.4062,406.6427,915784160,0.6389,0.1417,9.5149,0.0774,56.6348,99.9954,0.034,0.025,0.059,99.941,99.539,0.002,0.459,0.8906,,,,,99.54,0.0046,0.4554,0.0183,400,0.391,1913.2466,11.4491,0.4062,-0.4214,2.1904,0.2787,21400000,0,22500,600.0000000000014,0.027397260273972712,273460000,12500,-0.43438658093475535,-0.6605041377755688,-0.3376313697783273,0.5202702702702703,23.3,24.22,23.58,19.63,21.138983149753127,27.311016850246833
SPI,Công ty Cổ phần SPI,HNX,Dịch vụ hỗ trợ,Hàng hóa và dịch vụ công nghiệp,0.5322,1.5306,0.8521,-0.5922,0.0018,0.0013,-0.1204,18496500000,0.1105,0.0012,0.002,2834,-1.0315,14.6531,730805650,-0.766,0.0025,44.8031,0.3464,-32.0853,98.6661,0,0,0,100,25.978,0,74.022,0.6542,-0.9605,-0.9793,6.7512,-0.8613,0,1.3339,98.6661,,,0.0062,19.9684,55.087,,0.8521,1.7859,0.4861,0,0,1200,99.99999999999987,0.09090909090909083,357460000,321000,-0.548929170497607,-0.4669622452347296,-0.25,0.7142857142857142,1.2,1.17,1.02,1.03,0.9762539308564787,1.3737460691435206
SRA,Công ty Cổ phần Sara Việt Nam ,HNX,Phần mềm & Dịch vụ máy tính,Công nghệ,-0.2538,2.1862,0.3461,-0.2118,0.027,1.7444,0.2068,228600000000,0.609,0.2079,0.2272,4547,-0.3044,1969.9759,2378194760,17.7592,0.2824,337.9948,1.1604,0.9001,97.4822,0,8.481,8.481,91.519,15.038,0,84.962,1.0788,1.2379,0.2484,-0.6712,-0.7058,0,2.5178,97.4822,,,0.2208,4449.6305,2.8542,-0.9227,0.3461,2.1875,0.7363,0,0,13100,400.00000000000034,0.03149606299212593,968470000,74600,-0.49221890130055945,-0.5893724526711845,-0.050724637681159444,1.1833333333333333,13.03,12.9,12.02,9.43,11.570121728396114,14.239878271603885
SSI,Công ty Cổ phần chứng khoán SSI,HOSE,Tài chính,Dịch vụ tài chính,-0.1192,1.1941,-0.9565,0.0459,-0.0129,0.0268,0.0168,8893858586800,0.9633,0.0257,0.0729,4946,-0.3033,18.6228,93076316400,-0.0881,0.199,,0.1351,295.7786,49.6438,0.976,2.957,3.933,96.067,34.868,0.334,64.798,1.4138,-0.1574,0.1408,1.2304,-0.1662,0,50.3562,49.6438,,,0.5411,1352.8529,10.9398,-0.3017,-0.9573,1.1941,0.1292,4466124000,9059450500,15300,500,0.03378378378378377,51885000000,3435740,-0.3592803405395506,-0.428023572006727,-0.2813865013385937,0.5432721404075046,15.36,15.39,14.53,15.53,14.473099788479251,16.316900211520725
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,HOSE,Ngân hàng,Ngân hàng,0.3116,,0.4782,,0.0301,0.0856,0.0121,19389274361750,0.8094,0.0053,0.0904,5102,0.3713,435.6386,195767643925,-0.2994,,,0.1171,1.7922,90.7487,0.66,3.583,4.243,95.757,0,4.522,95.478,1.1156,-0.6241,-0.4872,-0.3712,-0.6296,0,9.2513,90.7487,,,,1328.6161,8.0911,0.3713,0.4782,,0.0212,8864341500,1455558000,11200,449.9999999999993,0.041860465116279055,100640000000,9138780,-0.2426210963155725,-0.4655465272130007,-0.10400000000000005,0.5342465753424657,11.34,11.29,10.37,10.39,10.385109896745767,12.204890103254233
STH,Công ty cổ phần phát hành sách Thái Nguyên,UPCOM,Bán lẻ,Dịch vụ bán lẻ,0.3967,,,,,,,142909000000,,,,105,2.3898,,759176500,0.4956,,,3.3359,,100,0.362,35.409,35.771,64.229,53.098,0,46.902,,,,,,0,0,100,,,,,,,,,,0,0,22000,0,0,586300000,26600,-0.2502818489289741,-0.2496473906911142,-0.047619047619047616,0.4965986394557823,21.81,21.48,21.54,,20.70331353517213,22.246686464827874
STK,Công ty Cổ phần Sợi thế kỷ ,HOSE,Hóa chất,Hóa chất,-0.0742,0.5457,-0.0255,0.0716,0.0479,0.1915,-0.0332,1118238821600,0.9854,0.1013,0.2032,1735,0.2022,735.7191,2778531950,-0.0377,0.0958,11.7605,-0.0227,5.6579,93.4512,0.007,38.125,38.132,61.868,64.015,3.728,32.257,0.8977,0.8452,1.2935,-0.687,-0.0886,0,6.5488,93.4512,,,0.1631,3035.4677,5.4028,0.0189,-0.0255,1.1269,1.057,76115500,46658500,16700,300.0000000000007,0.018292682926829285,936000000,56440,-0.40145923475014844,-0.6461319982820724,-0.3399209486166008,0.21454545454545448,16.69,17.06,17.01,17.51,15.859139311528354,18.27086068847163
SZC,Công ty cổ phần Sonadezi Châu Đức,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.135,0.8795,1.5952,1.4678,-0.0546,0.0342,0.0274,1840000000000,1.6256,0.056,0.1478,532,0.3778,536.578,23355552975,0.7298,0.4213,32.1736,0.1971,30.1764,99.5754,1.445,0.906,2.351,97.649,56.92,0,43.08,1.1898,-0.2157,0.0357,-0.1514,-0.2758,49.64,0.4246,49.9354,,,0.5393,1706.1595,10.7845,,1.5952,0.8815,0.133,437201500,66490000,19650,1250,0.06793478260869557,12323000000,646720,-0.11634579911732956,-0.4266750530688159,-0.23173163388982293,0.5595238095238094,19.8,20.24,19.46,17.4,18.187112733894086,22.302887266105895
SZL,Công ty Cổ phần Sonadezi Long Thành,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.017,4.8052,-0.2323,-0.1186,0.0313,0.2209,0.0143,725816910000,0.9955,0.0624,0.1567,4312,-0.0561,1223.8278,3740665375,1.7318,0.2764,,0.0236,618.4298,88.341,0,0.357,0.357,99.643,75.976,9.945,14.079,1.1416,-0.106,-0.1456,-0.7106,-0.6365,56.85,11.659,31.491,,,0.3198,5644.1944,7.0692,-0.0561,-0.2323,5.3942,0.2259,24002000,0,40800,899.9999999999986,0.022556390977443552,1624000000,39320,-0.4084727404019738,-0.5632397127512454,-0.3523809523809524,0.4782608695652173,41.48,41.27,40.06,40.82,39.391862624832314,43.14813737516768
TAC,Công ty Cổ phần Dầu thực vật Tường An,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.0605,1.1203,-0.4581,-0.2714,0.0441,0.0789,-0.0608,1168727106000,1.6737,0.0863,0.2192,4935,0.2515,880.4309,985854750,1.0196,0.0328,5.6731,-0.1495,104.8814,98.7422,0.429,0.437,0.866,99.134,88.457,0.01,11.533,0.667,-0.4875,-0.1027,-0.5349,-0.6247,0,1.2578,98.7422,0.058,2000,0.1618,4192.3919,8.2292,0.2515,-0.4581,1.699,2.6361,0,0,34400,-100.00000000000142,-0.0028985507246377384,100000000,2930,-0.7285025945144552,-0.8932079529094454,-0.0923482849604222,0.8943774436918331,35.16,35.5,31.09,24.34,33.56864671371821,37.426353286281795
TAR,Công ty cổ phần Nông nghiệp Công nghệ cao Trung An,HNX,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.0687,0.4133,-0.0272,0.156,0.0698,0.1475,0.1612,700000000000,1.6361,0.0566,0.1561,496,0.615,837.4837,17441416880,0.227,0.0344,3.1607,0.0749,16.2576,99.9185,0.857,49.716,50.573,49.427,47.714,0,52.286,0.4619,-0.6639,-0.361,-0.4631,-0.6331,0,0.0815,99.9185,,,0.0889,2105.4866,9.499,,-0.0272,1.1701,1.6471,0,0,19500,-500,-0.025000000000000022,7565780000,387300,-0.5611240437053822,-0.5122062114550179,-0.5266990291262136,-0.025,20.97,22.02,26.82,29.95,18.918645457223597,25.121354542776402
TCB,Ngân hàng Thương mại Cổ phần Kỹ Thương Việt Nam - Techcombank,HOSE,Ngân hàng,Ngân hàng,0.3617,,-0.1893,,0.0406,0.1987,0.0211,68427736257100,1.1007,0.0278,0.1727,757,0.1905,701.6554,37418514125,-0.4272,,,0.1954,41.029,77.5049,18.734,3.097,21.831,78.169,14.98,0,85.02,1.2571,0.9716,-0.0204,-0.4913,-0.4963,0.03,22.4951,77.4749,,,,2986.7698,6.5455,0.1893,-0.1893,,0.0393,0,0,19800,250,0.01278772378516635,14715000000,751460,-0.30094663283000056,-0.5795860982450212,-0.21272365805168983,0.3288590604026846,20.21,20.65,19.95,21.53,19.342327597595027,21.952672402404975
TCH,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,HOSE,Ôtô & phụ tùng ôtô,Ôtô & linh kiện phụ tùng ,1.0823,0.7811,-0.2282,0.031,0.0526,0.0335,0.0563,7524684313200,1.6175,0.0785,0.1354,1364,1.0164,449.0406,63263085550,0.4892,0.2751,11.3009,0.5721,60.8856,95.6639,0.685,50.04,50.725,49.275,47.905,2.752,49.343,0.9658,0.2682,0.2332,-0.1673,0.1608,0,4.3361,95.6639,0.0469,1000,0.3313,1741.9082,12.228,1.0164,-0.2282,2.0728,0.2855,4100000,388317500,20500,-800.0000000000007,-0.03755868544600938,37493000000,1815810,-0.4439778119033657,-0.37396148529388185,-0.5484581497797357,0.24242424242424243,21.72,21.95,21.94,26.72,20.456680826438873,23.44831917356112
TCL,Công ty Cổ phần Đại lý giao nhận Vận tải xếp dỡ Tân Cảng ,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,-1,2.0466,-0.1667,-0.0271,0.0272,,0.0513,708723246000,0.926,0.0866,0.1244,3841,-1,625.4658,2196841000,0.8606,0.0922,45.2163,,,86.1441,0.175,1.025,1.2,98.8,66.449,0,33.551,0.7603,-0.4168,-0.315,-0.7696,-0.5568,0,13.8559,86.1441,0.1702,4000,0.1612,3927.3035,5.9837,,-0.1667,2.0841,0.9393,0,0,23600,100.00000000000142,0.004255319148936287,862000000,36950,-0.5971698318906308,-0.5582864622869883,-0.08587364914591156,0.7318558743670655,24.83,24.37,21.52,17.29,22.90917734686291,25.834622653137096
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công ,HOSE,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,-0.0049,0.5922,-0.4584,-0.0759,0.0025,0.1166,-0.0162,1117787832400,0.8989,0.0703,0.1508,4642,-0.1675,585.9793,18611482650,-0.2433,0.0598,5.4897,-0.0999,21.6064,50.915,0,0.108,0.108,99.892,43.326,0.173,56.501,1.198,-0.475,-0.389,-0.4198,-0.6179,0,49.085,50.915,0.0259,500,0.1584,3605.2329,5.3533,-0.2219,-0.4584,1.2491,1.1759,5770000,1459105500,19550,250,0.012953367875647714,9331000000,485630,-0.33158992216586725,-0.47964683317796564,-0.2970660146699266,0.7149122807017545,19.91,19.87,17.65,18.61,19.059197927975422,20.6808020720246
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh ,HOSE,Du lịch & Giải trí,Du lịch & Giải trí,0.0311,5.2347,2.5988,1.392,0.0337,0.1354,0.1506,346554800000,0.9693,0.0475,0.0525,4955,-0.033,910.7558,626975250,-0.4708,0.1855,22.6403,0.1722,-679.0789,80.666,0,0,0,100,82.738,0,17.262,0.3989,1.399,0.1986,0.4954,-0.7055,0,19.334,80.666,,,0.1487,1470.7257,18.4263,-0.033,,5.2789,0.2562,0,0,26400,-700.0000000000028,-0.02583025830258312,269000000,10390,-0.6007684918347742,-0.4942685390250432,-0.4884315777235205,-0.02583025830258308,29.2,30.6,32.53,39.04,26.88246635277624,34.31253364722378
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.0786,0.1211,-0.9289,-0.7621,-0.0002,0.0073,-0.025,796000000000,0.6725,0.0266,0.1426,3710,0.24,100.2765,1402537200,0.5869,0.1081,1.3611,-0.0764,70.8653,97.9239,0.449,0.956,1.405,98.595,60.701,0,39.299,0.7423,-0.6275,-0.0007,-0.6361,-0.7004,60.7,2.0761,37.2239,,,0.3844,1721.0976,4.625,0.24,-0.9289,0.9041,0.2465,0,0,8090,129.9999999999999,0.01633165829145722,472000000,59250,-0.39340888847937594,-0.6531091374273286,-0.15816857440166496,0.30273752012882443,8.09,8.14,7.94,8.19,7.866544967664142,8.422455032335838
TDG,Công ty Cổ phần Dầu khí Thái Dương,HOSE,Sản xuất dầu khí,Dầu khí,0.6171,0.8862,-2.7827,-0.1943,-0.01,0.0188,0.0434,29850600000,0.1527,0.0004,0.0008,1111,-0.7469,-150.9174,1276422120,-0.8393,0.0002,0.2255,0.2978,-33.7338,98.1518,1.55,19.046,20.596,79.404,19.038,0,80.962,0.7798,-0.9866,-0.9788,2.2003,-0.9799,0,1.8482,98.1518,,,0.0591,9.7942,181.7397,-0.7469,,1.1552,2.3169,0,1232000,1780,0,0,221000000,125710,-0.8041903361521243,-0.8121686224030493,-0.3333333333333333,0.13375796178343952,1.92,1.88,1.8,1.84,1.6514145318382532,2.1165854681617473
TDH,Công ty Cổ phần Phát triển nhà Thủ Đức,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.6372,0.6369,-1.1995,0.077,-0.011,0.0337,-0.0285,793272344800,0.3253,0.0229,0.0468,4947,0.2069,-191.9055,19844393195,0.0387,0.0293,0.1238,0.1679,-1026.25,83.372,1.394,4.542,5.936,94.064,12.119,0,87.881,1.1019,-0.6719,-0.7448,-0.7329,-0.8812,6,16.628,77.372,,,0.0407,1295.322,6.5235,0.0495,,1.0888,0.7827,308949700,169841900,8630,180.00000000000148,0.02130177514792919,10335000000,1214060,-0.15273115548080485,-0.40878672864846755,-0.2686440677966101,0.4905008635578585,9.3,9.53,8.96,9.43,8.570607859494107,10.480392140505892
TDM,Công ty cổ phần Nước Thủ Dầu Một,HOSE,"Ga, nước & dịch vụ công cộng gia dụng",Dịch vụ tiện ích,-1,1.9694,-0.6614,-0.1061,-0.0048,,-0.0364,2172390000000,1.4351,0.0879,0.1271,615,-1,319.0513,4838016625,2.7256,0.561,5.5745,,,88.3449,2.6,8.006,10.606,89.394,28.667,0,71.333,0.761,-0.3117,-0.2847,-0.4708,-0.4297,0,11.6551,88.3449,0.0441,1000,0.4929,2148.3786,10.5661,,-0.6614,1.9886,0.1567,213848500,205369500,23400,699.9999999999993,0.03083700440528636,1139000000,49590,-0.6730573979087278,-0.7607162588935238,-0.27066450567260947,0.49044585987261136,23.55,23.41,21.82,23.16,22.35567557175432,24.46432442824573
TDP,Công ty cổ phần Thuận Đức,UPCOM,Hóa chất,Hóa chất,0.6033,0.2949,-0.4759,-0.2757,0.013,0.8378,0.044,983999979500,1.7214,0.052,0.1559,596,0.715,278.4692,1215304500,0.5432,0.0533,1.9021,0.8189,12.9946,100,5.125,44.728,49.853,50.147,37.363,0,62.637,0.0804,,,,,0,0,100,,,0.162,1926.0552,10.6435,-0.1068,-0.4759,1.1875,0.9759,0,0,23000,2500,0.12195121951219523,13850000,600,-0.8762886597938144,-0.9901063566658422,-0.02127659574468085,0.7314062029509184,18.67,19.22,21.49,18.93,15.10341050078975,23.346589499210246
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,HNX,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,-1,0.2839,-0.7231,-0.046,0.004,,-0.0254,128304635200,0.8973,0.0759,0.1731,713,-1,101.067,609416170,-0.0535,0.0751,1.9929,,,99.9156,1.538,24.346,25.884,74.116,20.631,0,79.369,0.5494,-0.4332,-0.2986,-0.6078,-0.6186,0,0.0844,99.9156,,,0.2507,2542.3208,3.6187,,-0.7231,1.12,1.0104,0,0,9200,0,0,205590000,22700,-0.5282048297692361,-0.5997316262269239,-0.12771404190765154,0.334687363992456,9.63,9.27,8.54,8.83,8.13438768859688,10.415212311403119
TGG,Công ty Cổ phần Xây dựng và Đầu tư Trường Giang,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.4562,5.2374,,,,0.0019,,31121988600,0.1093,0.0023,0.0025,767,-0.8464,-37.3676,1181676835,-0.9065,0.0146,-16.5318,-0.0131,-123.1196,98.9758,0.004,0,0.004,99.996,23.24,0,76.76,0.6632,-0.9678,-0.9825,2.3945,-0.9513,0,1.0242,98.9758,,,0.019,26.426,43.1394,-0.8464,,6.1104,0.1596,0,0,1200,60.00000000000006,0.05263157894736836,263000000,226880,-0.7610320449623769,-0.7557512253886094,-0.7000000000000001,0.5584415584415584,1.27,1.25,1.03,1.54,0.9896517958014838,1.5033482041985171
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long ,HNX,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.1696,1.675,-0.7545,-0.515,0.0093,0.2176,0.0384,570286911300,0.4627,0.0803,0.0992,3553,0.9547,197.8935,10091708345,0.0496,0.4143,15.8813,0.3264,15.0346,86.3367,0.542,19.324,19.866,80.134,41.21,0,58.79,1.5367,0.1504,-0.4591,-0.799,-0.8311,0,13.6633,86.3367,,,0.1428,1405.6788,4.9087,0.9547,-0.7545,1.8182,0.1938,0,0,7200,299.99999999999983,0.04347826086956519,6588040000,934400,-0.3337025161429533,-0.35613779698523096,-0.0526315789473684,1.6200873362445416,7.28,7.02,6.49,5.79,6.318508794025896,7.711491205974128
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,HOSE,Quỹ đầu tư Bất Động Sản,Bất động sản,0.1015,1.41,-0.4371,-0.5727,0.0219,0.0547,-0.0016,496660031300,0.94,0.1122,0.1742,1485,-0.0588,647.1362,4269081200,0.5626,0.4591,,0.2041,35.382,87.7701,0.906,0.526,1.432,98.568,56.739,0,43.261,1.1506,0,0,0,0,0,12.2299,87.7701,0.0785,1500,0.6183,3500.3787,5.4566,-0.0588,-0.4371,2.3686,0.2443,165556000,219426500,19800,699.9999999999993,0.036649214659685736,2342000000,119740,-0.18037948689866656,-0.40717049418136897,-0.4642277302738391,0.4558823529411765,20.54,20.85,19.62,19.45,19.021569167750343,22.668430832249676
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.0956,0.7358,-0.2853,0.1152,0.0212,0.0634,-0.0604,125048183840,0.5392,0.0332,0.0669,936,-0.3338,242.2456,1015128565,-0.4992,0.0392,3.4218,0.3518,22.1008,98.6072,0.834,31.044,31.878,68.122,34.272,0,65.728,0.2745,-0.535,-0.5312,-0.3431,-0.7598,0,1.3928,98.6072,,,0.0691,800.1415,8.3485,-0.3338,-0.2853,1.3381,0.8458,0,0,7140,459.99999999999994,0.06886227544910173,569000000,80960,-0.5671745522587543,-0.4831757623732038,-0.028571428571428616,0.648960739030023,6.85,6.51,5.94,4.87,5.703982264228657,7.325017735771349
TLG,Công ty Cổ phần Tập đoàn Thiên Long,HOSE,Bán lẻ,Dịch vụ bán lẻ,0.1389,2.0257,-1.21,-0.5059,-0.0428,0.4243,-0.0632,2738970862700,1.6099,0.1264,0.1669,3749,0.1858,-256.2354,8435964750,0.5888,0.0943,-5.0073,0.3467,-81.0482,74.4181,1.122,11.334,12.456,87.544,62.187,1.966,35.847,0.5371,0.1661,-0.3709,-0.1765,-0.347,0,25.5819,74.4181,0.0418,1500,0.3636,3980.4143,9.0192,0.0018,,3.4607,1.3395,615845000,1096067000,35500,-399.9999999999986,-0.01114206128133699,6314000000,174560,-0.3496274217585693,-0.31187814377394785,-0.3663882344542015,0.3549618320610687,33.86,33.29,32.44,37.99,31.12629946618908,35.45370053381086
TLH,Công ty Cổ phần Tập đoàn thép Tiến Lên,HOSE,Kim loại công nghiệp,Tài nguyên,-0.0936,0.3702,1.022,-0.4054,-0.0317,-0.0916,-0.043,337179580350,0.258,-0.0502,-0.1098,3759,-2.6847,37.5487,905860480,-0.1212,-0.0336,1.1985,0.2554,1.9267,99.0526,1.592,41.178,42.77,57.23,40.989,1.451,57.56,0.8156,-1.7244,-1.7541,-1.2399,-0.8162,0,0.9474,99.0526,,,0.0193,-1680.0982,-1.9939,,,1.4172,1.4967,0,0,3370,20.000000000000018,0.005970149253731405,225000000,66710,-0.34169495539591066,-0.7333860885968699,-0.24994435789005118,0.3925619834710744,3.46,3.58,3.32,3.48,3.1991261800282755,3.9538738199717267
TMS,CÔNG TY CỔ PHẦN TRANSIMEX,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,0.007,1.5292,-0.0724,-0.0326,0.0609,0.1977,0.0401,1817211183600,0.912,0.0697,0.1198,7270,-0.0124,955.2084,855095175,-0.1226,0.0969,5.8159,0.0455,-54.9724,56.0953,0.081,14.495,14.576,85.424,69.623,4.114,26.263,0.058,-0.5306,-0.3403,-0.7589,-0.5635,4.58,43.9047,51.5153,,,0.1193,4119.8685,6.2623,-0.1449,-0.1934,1.5379,0.7195,0,0,25700,-100.00000000000142,-0.003875968992248069,19000000,750,-0.9878347472060469,-0.977778765388205,-0.09824561403508775,0.15765765765765763,25.92,26.23,25.79,24.73,25.311631882083386,27.148368117916565
TNA,Công ty Cổ phần Thương Mại Xuất Nhập Khẩu Thiên Nam,HOSE,Bán lẻ,Dịch vụ bán lẻ,0.1526,0.6328,-0.0742,-0.2399,0.015,0.2639,0.1291,599359355000,1.0963,0.0774,0.2529,5459,1.2323,304.0224,5369120125,1.7893,0.0287,1.6648,-0.024,-15.9882,93.3154,25.197,20.056,45.253,54.747,47.541,1.007,51.452,0.6773,-0.286,-0.0467,-0.6018,-0.5553,0,6.6846,93.3154,0.0286,500,0.0404,4012.4894,4.3614,0.9411,-0.0742,1.226,2.6948,49215000,0,17600,100.00000000000142,0.005714285714285783,521000000,29840,-0.871970893114574,-0.8985056452833526,-0.3505535055350553,0.4605809128630707,17.67,18.13,17.19,18,16.564978000155442,19.690021999844575
TND,Công ty cổ phần Than Tây Nam Đá Mài - Vinacomin,UPCOM,Khai thác mỏ,Tài nguyên,-1,0.4239,2.8884,0.1334,0.1341,,0.1343,127040000000,0.361,0.0238,0.1114,1586,-1,273.7355,1116286405,0.2215,0.0119,1.4158,,,97.7228,0,0.183,0.183,99.817,65.371,0,34.629,0.355,,,,,65.37,2.2773,32.3528,0.6675,5300,0.0843,2248.6675,3.531,,,0.6786,2.0025,7800000,0,8000,99.99999999999964,0.012658227848101111,279690000,35000,-0.6945952077625173,-0.7332472611162535,-0.3958616523183809,0.3207858675912168,8.14,8.38,9.63,7.73,7.445752993010069,9.304247006989948
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG ,HNX,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,0.2766,0.438,-0.4063,-0.2597,-0.0218,0.3434,0.1345,795580007200,0.7792,0.0714,0.2281,4604,0.2765,515.1007,17930111010,0.1949,0.0496,2.4116,0.1664,18.5366,93.6133,0.776,42.486,43.262,56.738,40.168,0,59.832,1.4438,-0.4668,-0.0758,-0.6446,-0.6688,0,6.3867,93.6133,0.0656,800,0.1702,3720.7524,3.2789,-0.0341,-0.4063,1.0564,1.4403,18600000,0,12500,300.0000000000007,0.024590163934426368,4208310000,342800,-0.5450339419544004,-0.73499911795214,-0.4019138755980861,0.6233766233766234,12.87,13.36,13.22,14.04,11.78604464914221,14.943955350857768
TNI,Công ty cổ phần Tập đoàn Thành Nam,HOSE,Kim loại công nghiệp,Tài nguyên,0.1993,1.3122,-0.4115,-0.3397,0.2041,0.0325,0.0784,225225000000,0.3181,0.0138,0.0265,1128,0.4447,72.7642,46614518645,-0.6561,0.0088,1.9518,0.3193,309.977,99.7343,1.235,8.003,9.238,90.762,11.65,0,88.35,0.4245,-0.8009,-0.818,0.6622,-0.7734,0,0.2657,99.7343,,,0.039,310.5296,13.8151,0.4447,-0.4115,2.02,1.5705,111307500,0,4590,299.99999999999983,0.06993006993006978,26166000000,5752450,-0.19767830281508925,-0.19616834819509055,-0.6237704918032787,0.1333333333333333,4.9,6.38,8.86,9.88,3.0540354027469294,9.698964597253067
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,HOSE,Ngân hàng,Ngân hàng,0.5726,,-0.309,,0.0603,0.2309,0.0731,16821406890000,1.2332,0.0201,0.257,803,0.7138,979.871,2903017050,-0.1867,,,0.2075,10.2673,68.5299,10.089,8.65,18.739,81.261,20.179,4.9,74.921,0.6556,0.4255,0.4577,-0.5867,-0.4357,4.49,31.4701,64.0399,,,,3873.7224,5.3179,0.7637,-0.3006,,0.038,0,0,20850,250,0.012135922330097193,474000000,23010,-0.711924882629108,-0.8302477674372282,-0.10897435897435892,0.28703703703703715,20.96,21.12,20.3,21.04,20.120264997618197,22.124735002381822
TRC,Công ty Cổ phần Cao su Tây Ninh,HOSE,Hóa chất,Hóa chất,-0.0547,5.1331,-0.5132,-0.5525,0.0222,-0.0067,-0.0353,888312500000,0.5674,0.052,0.0644,4725,-0.3051,697.417,1719614225,0.719,0.3149,,0.0163,52.9409,94.1834,0.113,0.07,0.183,99.817,75.257,3.004,21.739,0.6666,-0.0528,-0.2731,-0.4815,-0.4752,60,5.8166,34.1834,0.0492,1500,0.2149,3407.7441,8.9502,-0.3051,-0.5132,6.2871,0.165,0,115900000,30500,0,0,464000000,15200,-0.8356738991772884,-0.7306683677085548,-0.24532970431770382,0.39908256880733944,30.33,30,28.45,31.75,28.93276057044498,31.067239429555034
