ticker,name,exchange,industry,sector,RevenueGrowth1Y,QuickRatioQ,ProfitAfTaxGrowthQ,NetRevenueGrowthQ,EquityGrowthQ,EquityGrowthY,TotAssetGrowthQ,MarketCap,PBQ,ROA4Q,ROE4Q,TradingDay,ProfitGrowth1Y,EPSQ,AvgValue20P,Return5Y,NetProfitMargin4Q,InterestCoverageQ,TotAssetGrowthY,PEG3Y,DomesticOwnership,RelativePersonOwnership,BomOwnership,InternalOwnership,ExternalOwnership,MajorOwnership,TreasuryOwnership,MinorityOwnership,BETA,IndROA4Q,IndROE4Q,IndPE4Q,IndPBQ,StateOwnership,ForeignOwnership,OtherOwnership,CashDivYield,CashDiv1Y,GrossProfitMargin4Q,EPS4Q,PE4Q,EPSGrowthY,EPSGrowthQ,CurrentRatioQ,TotAssetTurnover4Q,RtBuyFrgnValue,RtSellFrgnValue,RtPrice,RtCHGPrice,RtPCTPrice,RtAccumValue,RtAccumVol,RtPCTVol10S,RtPCTVol20S,RtPCTHighest52w,RtPCTLowest52w,SMA10,SMA20,SMA50,SMA200,BollingerBandLower20,BollingerBandUpper20
TSC,Công ty Cổ phần Vật tư kỹ thuật nông nghiệp Cần Thơ,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.4646,2.3658,1.2252,0.0008,0.0017,-0.0006,0.0211,385361499240,0.2183,0.0031,0.0033,4653,-1.0524,20.8369,6803626005,-0.8281,0.0141,9.1856,-0.0391,-191.1648,99.6031,0,0.076,0.076,99.924,56.689,0,43.311,1.1364,-0.9816,-0.9865,2.5981,-0.951,0,0.3969,99.6031,,,0.1519,40.996,63.6647,,,2.8019,0.2208,235646100,0,2700,90.0000000000003,0.034482758620689724,3378000000,1302480,-0.44205962621490436,-0.437814413321737,-0.3676814988290398,0.6981132075471699,2.95,2.86,2.55,2.58,2.4260414766363154,3.293958523363686
TTB,Công ty Cổ phần Tập đoàn Tiến Bộ,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.3776,1.4227,-0.5275,-0.3181,-0.0062,0.063,-0.0038,235539578620,0.4405,0.0194,0.0431,1982,0.2628,2.6478,8427652490,-0.4567,0.0522,1.0726,0.195,-48.551,99.8773,0.287,42.778,43.065,56.935,41.13,0,58.87,1.2438,-0.7283,-0.698,-0.1959,-0.8038,0,0.1227,99.8773,,,0.0646,492.192,10.2196,0.2628,-0.5275,1.7687,0.3705,0,26349000,5100,69.9999999999994,0.01391650099403563,4626000000,896230,-0.16779023295893503,-0.4072876314619077,-0.7947686116700201,1.3076923076923075,5.42,5.49,4.39,8.2,4.934161342273518,6.055838657726469
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ gỗ Trường Thành ,HOSE,Hàng gia dụng,Đồ dùng cá nhân và đồ gia dụng,-0.3105,0.3167,1.0133,-0.191,-0.1763,-33.0513,-0.0149,874422788470,-1.2262,-0.3337,-2.6898,4516,-0.2543,13.7653,10779954090,-0.7513,-1.0094,1.0391,-0.2282,0.0545,99.4424,0,2.348,2.348,97.652,9.319,0.005,90.676,1.151,-7.2026,27.3435,-1.1986,-1.6582,0,0.5576,99.4424,,,-0.7455,-2689.4728,-1.0448,,,0.6087,0.3306,382501100,61871000,2920,109.99999999999987,0.039145907473309594,5128000000,1792210,-0.1750881889415854,-0.4756676262697187,-0.17045454545454547,0.5869565217391304,3.05,3.11,2.68,2.65,2.772230283035628,3.4537697169643713
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,HNX,Bán lẻ,Dịch vụ bán lẻ,0.3192,2.3561,-1.0083,-0.6467,-0.0011,0.0551,-0.045,71012207400,0.1831,0.0622,0.0794,1343,-0.3959,-3.1847,813279470,-0.7333,0.0942,0.9285,0.1876,-5.478,99.0197,0,21.101,21.101,78.899,21,0,79,0.6032,-0.4262,-0.7007,-0.8177,-0.9257,0,0.9803,99.0197,,,0.1365,951.5099,1.9968,-0.5168,,3.5064,0.6608,0,0,2000,100.00000000000009,0.05263157894736836,273580000,142500,-0.5550855593885845,-0.6165238655363137,-0.3902439024390244,0.3333333333333333,2.1,2.17,1.99,2.4,1.9260439370931226,2.4039560629068784
TV2,Công ty Cổ phần Tư vấn Xây dựng điện 2,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.8048,1.5513,-0.2695,0.1344,0.0574,0.332,-0.021,1728728496000,2.1109,0.1118,0.2888,3913,0.1334,2278.0569,4766307500,8.8039,0.078,56.8103,0.0645,177.5125,85.8389,0.735,0.893,1.628,98.372,64.643,0,35.357,0.8985,0.5658,1.0238,-0.5534,-0.0596,51.33,14.1611,34.5089,,,0.0836,12685.2146,5.6759,-0.4187,-0.2695,1.8426,1.4325,96826000,28680000,76000,4000,0.05555555555555558,3767000000,51750,-0.18487249358136315,-0.13328197226502314,-0.19491525423728814,0.6170212765957447,80.49,79.58,72.07,75.94,73.29204325714355,85.86795674285648
TVB,Công ty Cổ phần Chứng khoán Trí Việt,HOSE,Tài chính,Dịch vụ tài chính,0.4631,4.6935,0.954,0.0803,0.0168,1.9557,0.1097,408027312000,0.7425,0.037,0.0552,732,-0.0265,187.7632,6431849475,0.4647,0.3518,,1.9037,-52.6147,99.1818,0.006,0.181,0.187,99.813,69.258,0,30.742,0.2285,0.2131,-0.1362,1.8199,-0.3573,0,0.8182,99.1818,,,0.7398,607.3235,13.8312,-0.5132,0.954,4.6935,0.1051,45039400,26070300,8650,250,0.029761904761904656,4018000000,464710,-0.06803760659077962,-0.3465561352727651,-0.599537037037037,0.1047254150702427,8.44,8.82,9.81,13.98,7.3010553369771065,10.336944663022898
TVC,Công ty cổ phần Tập đoàn Quản lý Tài sản Trí Việt,HNX,Tài chính,Dịch vụ tài chính,0.5383,1.551,-0.3893,-0.6097,0.0209,0.3177,-0.0009,364151123700,0.5369,0.0134,0.0362,2107,0.3666,159.1665,15909619855,-0.2907,0.4126,1.4961,0.6683,-123.0928,99.9469,0.014,0.041,0.055,99.945,24.891,0.019,75.09,0.1624,-0.5607,-0.4335,2.2737,-0.5353,0,0.0531,99.9469,,,0.652,566.7405,16.0567,0.3666,-0.3893,1.551,0.0324,0,0,10000,900.0000000000003,0.098901098901099,15895000000,1695800,0.13399299476128412,0.6196485779006984,-0.7041420118343196,0.0989010989010989,12.23,16.96,24.32,21.58,5.446807566969088,28.473192433030906
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam ,HOSE,Dụng cụ & công nghệ phần cứng,Công nghệ,0.054,1.2187,-0.3921,-0.2056,0.0299,0.0741,-0.0274,441800380800,0.8958,0.0879,0.1789,5249,0.4082,467.17,962773500,1.2574,0.0452,4.864,0.1267,21.637,93.9993,0,1.175,1.175,98.825,80.035,0.031,19.934,0.3551,2.106,1.6822,-0.7753,0.0329,0,6.0007,93.9993,,,0.0991,2713.0963,5.3076,0.4082,-0.3921,1.8222,1.9443,0,0,14450,49.999999999998934,0.003472222222222099,939000000,65300,-0.02935711631363802,-0.05848766878374778,-0.017006802721088482,0.3504672897196261,14.57,13.99,13.08,13.42,12.720118115728026,15.259881884271936
UIC,Công ty Cổ phần Đầu tư phát triển Nhà và Đô thị IDICO ,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.0806,1.2238,0.0586,-0.1205,0.0541,0.0696,-0.0429,308000000000,1.0194,0.1373,0.2204,4614,0.1028,1938.6742,871640825,2.5247,0.0225,31.2071,0.0205,47.7399,78.4073,0.125,1.25,1.375,98.625,57.929,0,42.071,0.0182,0.923,0.5445,-0.6147,-0.5458,0,21.5928,78.4073,0.1558,6000,0.0316,7861.6688,4.8972,0.1028,0.0586,1.9236,6.1005,431230000,428550000,37600,-899.9999999999986,-0.023376623376623384,432000000,11220,-0.3262475229688344,-0.519989732400693,-0.03589743589743586,0.28485511208310554,38.24,37.64,37.03,33.83,36.03966304499953,39.230336955000524
VC3,Công ty Cổ phần Xây dựng số 3 ,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.1368,1.8515,-0.9836,-0.8886,0.6033,0.1327,0.1911,964047143600,1.3903,0.0385,0.081,4583,1.3856,5.3971,3375809555,2.1035,0.1541,2.491,0.2153,-652.1875,99.9836,0,0,0,100,7.907,0,92.093,0.2997,-0.4608,-0.4324,0.3084,-0.3806,0,0.0164,99.9836,,,0.3768,950.1597,16.6288,0.1096,-0.9836,2.2593,0.2499,0,0,15900,99.99999999999964,0.006329113924050667,3495850000,220200,0.045984857445374505,0.07527616822749361,-0.13114754098360654,0.09210797444879458,16.38,16.47,16.47,16.34,15.863040363779078,17.076959636220913
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam ,HOSE,Ngân hàng,Ngân hàng,0.1896,,-0.0499,,-0.0079,0.3008,-0.0651,297822859074400,3.5966,0.0155,0.2189,4018,0.2674,1126.4635,72463754150,1.3661,,,0.1384,52.2538,76.2058,0.005,0.003,0.008,99.992,89.803,0,10.197,1.1687,0.0993,0.2416,0.287,0.6459,67.58,23.7942,8.6258,,,,4849.0427,16.56,0.2294,-0.0499,,0.0302,11063901000,20674165000,82700,2400.0000000000055,0.029887920298879322,32762000000,404440,-0.517045047454826,-0.5216473385098495,-0.12486772486772484,0.44580419580419584,83.81,85.41,79.76,81.98,79.8212826002731,90.98871739972697
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và xây dựng Việt Nam ,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.0235,1.4646,-0.6927,-0.723,-0.0117,-0.0171,-0.0342,11572819632600,1.5105,0.0353,0.0853,4316,0.3915,151.4491,6013140410,1.364,0.0724,2.2214,-0.0382,35.2042,99.5422,0,0.048,0.048,99.952,86.565,0.157,13.278,0.1632,-0.5056,-0.4022,0.3692,-0.3271,0,0.4578,99.5422,,,0.1345,1505.646,17.4012,0.3915,-0.6927,1.777,0.4884,0,0,27300,1100.0000000000014,0.041984732824427606,4155830000,154400,-0.5577928133312865,-0.29878709241432055,-0.05536332179930793,0.1327800829875519,27.32,26.33,25.68,25.84,23.96036472156939,28.68963527843062
VCI,Công ty Cổ phần Chứng khoán Bản Việt,HOSE,Tài chính,Dịch vụ tài chính,-0.154,1.9753,-0.4087,-0.1026,-0.1083,0.1122,-0.0114,3367821713000,0.9334,0.0897,0.1629,1089,-0.1695,721.5568,21615889450,-0.4932,0.3922,,0.1126,26.9193,72.0496,6.013,24.978,30.991,69.009,30.538,0.071,69.391,1.196,1.941,1.5493,0.1239,-0.1921,0,27.9504,72.0496,0.0732,1500,0.6113,3718.9369,5.5123,-0.1763,-0.4085,1.9753,0.2288,701771000,0,21900,1399.9999999999986,0.0682926829268291,7909000000,373730,-0.4798606578253324,-0.5934993395030475,-0.39335180055401664,0.5422535211267605,22.31,23.09,21.98,27.05,20.17667966889139,25.99832033110866
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,UPCOM,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,1.979,0.1878,0.4255,,-0.0158,-0.416,0.0064,355212000000,2.1546,-0.0097,-0.0411,3704,0.256,-76.2744,2319753370,1.5966,-0.2504,,0.0266,34.8112,99.9214,0,0.119,0.119,99.881,64.643,0,35.357,0.362,,,,,0,0.0786,99.9214,,,0.1556,-262.0706,-37.6502,,,0.1878,0.0385,0,0,10000,99.99999999999964,0.010101010101010166,1006270000,101700,-0.32668314317814817,-0.5380254562963905,-0.6503496503496503,0.4084507042253521,10.18,10.34,9.79,12.58,9.257456497398602,11.412543502601407
VCS,Công ty Cổ phần VICOSTONE,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.2303,1.3347,-0.2182,-0.1251,-0.0103,0.263,-0.0042,9498240000000,2.7902,0.2723,0.4465,4579,0.2551,1901.7869,15462049540,7.4182,0.2509,18.6282,0.2678,-113.9917,97.0943,0,4.176,4.176,95.824,91.533,3.093,5.374,1.1562,2.8137,2.1289,-0.4757,0.2431,0,2.9057,97.0943,0.098,6000,0.3457,9184.6037,6.6633,0.23,-0.2182,2.3489,1.0855,30650000,62400000,62500,1299.9999999999973,0.0212418300653594,5353290000,86900,-0.34438102854469943,-0.634348594545819,-0.4084184422001155,0.21832358674463936,62.5,63.83,64.1,72.07,58.715276156039444,68.94472384396059
VEA,Tổng công ty Máy Động lực và Máy Nông nghiệp Việt Nam – CTCP,UPCOM,Ôtô & phụ tùng ôtô,Ôtô & linh kiện phụ tùng ,-0.3653,16.8345,-0.3985,-0.1197,0.0472,0.08,-0.1218,56327832000000,2.0074,0.2368,0.2578,729,0.0385,989.5694,9857021530,0.7708,1.6691,480.0007,0.2607,42.3492,94.3033,0.112,0.027,0.139,99.861,88.47,0,11.53,1.0302,,,,,88.47,5.6967,5.8333,,,0.0098,5474.9568,7.7425,0.0385,-0.3985,18.6423,0.1419,0,0,43500,1100.0000000000014,0.02594339622641506,3477370000,82300,-0.6564711362707625,-0.6346547909497378,-0.26576082369820236,0.5535714285714286,43.97,43.53,40.54,42.22,41.196389301314035,45.87361069868596
VEF,Công ty cổ phần Trung Tâm Hội Chợ Triển Lãm Việt Nam,UPCOM,Truyền thông,Phương tiện truyền thông,0.1997,166.2819,0.6295,-0.7366,0.0068,0.0199,0.0057,19285918223950,10.3302,0.0214,0.0215,1652,0.1096,75.3186,2231779515,10.3679,2.3217,,0.0198,-9197.9241,99.9988,0,0,0,100,93.318,0,6.682,1.4545,,,,,10,0.0012,89.9988,,,-0.7647,239.4536,483.4297,0.1096,0.6295,166.2819,0.0092,0,0,120000,4200.000000000003,0.0362694300518136,3079630000,25600,0.49643719347880744,0.2879725500850263,-0.08045977011494253,1.3300970873786409,118.55,114.22,93.67,98.56,100.30847959423626,128.13152040576378
VGC,Tổng Công ty Viglacera - CTCP,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.1513,0.6499,0.2225,-0.1316,0.016,0.0267,-0.002,8541067500000,1.2201,0.0335,0.0921,1286,0.1521,353.9787,8135748350,1.1352,0.0638,5.9127,0.2029,-193.0751,90.0314,0.128,0.419,0.547,99.453,78.937,0,21.063,0.6671,-0.5308,-0.3546,0.0307,-0.4564,38.58,9.9686,51.4514,,,0.2414,1454.295,13.0991,0.1521,0.2225,1.2301,0.5246,292919000,0,19550,500,0.026246719160105014,3306000000,170090,-0.6605159423182476,-0.5951602019795712,-0.04634146341463411,0.45895522388059706,19.47,19.23,18.18,18.01,18.361200398245874,20.09379960175414
VGG,Tổng Công ty Cổ phần may Việt Tiến ,UPCOM,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,-0.0701,0.9095,-1.1872,-0.4365,0.0866,0.1955,-0.0058,1658248200000,0.8411,0.0594,0.1577,1573,-0.1098,-502.6061,876235530,-0.1732,0.0337,,0.0599,-222.2649,79.5198,0,0.932,0.932,99.068,45.701,0,54.299,0.5561,,,,,0,20.4802,79.5198,,,0.113,6708.7716,5.6049,-0.1098,,1.3057,1.7623,0,0,37600,0,0,94000000,2500,-0.7832833440246884,-0.890787010643898,-0.42064714946070875,0.04444444444444448,37.52,38.03,38.96,47.11,35.666646141302756,40.40335385869721
VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,UPCOM,Điện thoại cố định,Viễn thông,0.0141,1.3484,1.2213,-0.0769,0.1788,0.1703,-0.0105,82103763308800,2.9599,0.0346,0.0796,644,0.3948,316.2917,18003368880,0.296,0.1199,5.7815,0.0519,-612.2886,99.9078,0,0.005,0.005,99.995,72.745,0,27.255,1.4506,,,,,72.74,0.0922,27.1678,,,0.3489,691.3911,39.0141,,1.2213,1.4954,0.2886,24670000,0,27600,600.0000000000014,0.022222222222222365,7488830000,274200,-0.1694070378062167,-0.5541508362029521,-0.2679045092838196,0.4526315789473685,27.94,28.63,28.21,27.43,26.000095058752187,31.259904941247797
VGT,Tập đoàn Dệt May Việt Nam,UPCOM,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,-0.006,0.8682,0.8918,-0.1996,0.0505,-0.0071,-0.0169,3900000000000,0.489,0.0197,0.0506,1274,0.1841,226.1621,1433612940,-0.4751,0.0222,2.6854,-0.0941,44.4607,86.9601,0,2.009,2.009,97.991,82.488,0,17.512,1.0473,,,,,53.49,13.0399,33.4701,,,0.0845,794.5141,9.8173,0.1841,0.8918,1.3314,0.8849,0,0,7900,100.00000000000054,0.012820512820512997,365260000,46300,-0.5844317171048085,-0.7313334795621955,-0.2818181818181818,0.33898305084745767,8.04,8.19,8.1,8.24,7.646308911237183,8.733691088762809
VHC,Công ty Cổ phần Vĩnh Hoàn,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.1515,2.1322,-0.2366,-0.2464,0.0309,0.2147,-0.0261,6386305512600,1.3536,0.1589,0.2132,4572,-0.1824,836.1671,25913068825,1.1427,0.1329,14.8717,0.0498,6.5281,66.6394,4.521,45.289,49.81,50.19,50.097,0.786,49.117,1.2119,-0.0564,-0.1273,-0.7777,-0.6964,0,33.3606,66.6394,,,0.172,8924.7141,3.9329,-0.5848,-0.2366,3.0944,1.1958,6887133300,13904355300,35500,399.9999999999986,0.01139601139601143,14083000000,399580,-0.04441675654604893,-0.43139022514288883,-0.22657952069716775,0.7317073170731707,36.85,36.86,33.84,35.12,33.84647442720859,39.868525572791384
VHM,Công ty cổ phần Vinhomes,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-1,0.6587,0.1442,-0.5404,0.1171,,0.0296,248358300809000,3.4361,0.1462,0.3947,775,-1,2080.4992,190476179750,-0.1356,0.4879,17.372,,,79.5437,0,0,0,100,82.455,1.824,15.721,1.184,1.0946,1.1521,-0.598,0.2546,0,20.4563,79.5437,,,0.5521,7687.9388,9.8206,,0.1442,1.1677,0.2996,12080228000,2873632000,76900,1400.0000000000057,0.018543046357615944,71709000000,936450,-0.47429965565209975,-0.6239812771626798,-0.22713567839195975,0.4032846715328468,76.22,76.11,73.31,81.18,72.5254178516121,79.70458214838789
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,UPCOM,Ngân hàng,Ngân hàng,0.2093,,-0.0784,,0.0635,0.2589,0.0474,16115733997640,1.1386,0.0194,0.2684,1268,0.4888,930.5106,17702459070,0.6808,,,0.326,6.6321,79.5,14.615,9.682,24.297,75.703,16.949,0,83.051,1.1196,,,,,0,20.5,79.5,,,,4020.8997,4.3353,0.2103,-0.0784,,0.0369,175000,0,17700,300.0000000000007,0.017241379310344973,8824100000,503800,-0.013904571877411787,-0.5012669285130785,-0.058510638297872376,0.39370078740157477,17.53,17.49,16.17,16.79,16.914152798044896,18.06584720195511
VIC,Tập đoàn VINGROUP - CTCP,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.0668,0.5542,-0.9048,-0.5974,0.0125,0.216,0.0123,301036322510000,2.958,0.0182,0.0559,4668,0.9734,129.6581,50472132100,2.3662,0.0555,2.3096,0.4013,188.2641,86.0972,0.931,33.411,34.342,65.658,65.098,0,34.902,1.0244,-0.7393,-0.6952,0.7596,0.0801,0,13.9028,86.0972,,,0.2807,2070.6067,42.9826,0.8698,-0.9052,1.0009,0.3277,10173455000,11840873000,91000,2000,0.022471910112359605,8287000000.000001,92060,-0.8078251847955193,-0.8280892718256692,-0.27835051546391754,0.2727272727272727,92.8,93.3,94.57,106.52,88.06987799186291,98.5201220081371
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,HOSE,Sản xuất giấy & Trồng rừng,Tài nguyên,0.2175,0.9672,2.2877,-0.5299,0.0378,-0.0047,0.0494,251261754050,0.5408,0.0083,0.0157,4936,-0.8994,250.2356,621038340,1.4111,0.0073,3.6052,0.0878,141.3589,99.5983,1.736,31.207,32.943,67.057,31.542,0,68.458,0.0342,-0.9058,-0.8762,2.6316,-0.5511,0,0.4017,99.5983,,,0.0837,265.6288,33.6936,-0.8994,,1.1887,1.1411,0,0,8950,0,0,418000000,46910,-0.1994607324482064,-0.36197270260528946,-0.027173913043478336,1.712121212121212,8.17,8,5.55,4.57,6.271478691260869,9.732521308739125
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,-0.2009,4.4545,-0.8863,-0.1827,0.0039,-0.0324,-0.0142,346341277890,0.3186,0.0404,0.054,4940,-0.5523,59.8445,897230155,-0.2683,0.0889,2.2773,-0.0692,-51.4689,94.4394,0.056,0.123,0.179,99.821,70.833,4.582,24.585,0.584,-0.7279,-0.7026,-0.7662,-0.8475,51,5.5606,43.4394,,,0.2322,871.0954,6.0728,-0.5523,-0.8863,5.0698,0.455,0,0,5340,49.99999999999982,0.009451795841209698,79000000,14810,-0.9365159653131122,-0.9105314348196432,-0.0856164383561644,0.35532994923857864,5.46,5.33,4.98,4.91,4.946064722981864,5.706935277018134
VIX,Công ty Cổ phần Chứng khoán IB,HNX,Tài chính,Dịch vụ tài chính,-0.034,24.1467,-2.6569,-0.2757,-0.0173,0.2865,-0.0434,812760466000,0.5823,0.0224,0.029,3836,-0.4626,-211.6925,3227606470,0.0797,0.1026,,0.1542,14.836,98.9283,0.001,4.663,4.664,95.336,17.229,0,82.771,0.3011,-0.2656,-0.5462,3.0112,-0.496,0,1.0717,98.9283,,,0.2623,355.7989,19.674,-0.6253,,24.1467,0.2188,0,0,7500,500,0.0714285714285714,3167340000,445200,-0.2570036418837661,-0.012587732090122428,-0.08536585365853659,0.5625,7.18,6.78,5.71,5.66,5.317776612869627,8.232223387130377
VJC,Công ty cổ phần Hàng không VIETJET,HOSE,Du lịch & Giải trí,Du lịch & Giải trí,-0.0555,1.2485,-2.8416,-0.4808,-0.1019,0.0616,-0.0148,56574568152000,4.114,0.0391,0.1189,1218,-0.2865,-1888.7323,51086147650,0.7793,0.0387,-6.933,0.25,303.0918,81.2044,0.245,10.91,11.155,88.845,51.567,3.393,45.04,0.6429,0.9747,1.7146,1.6343,0.25,0,18.7956,81.2044,,,0.0803,3327.3576,32.4582,-0.2623,,1.2883,1.0108,325077000,4507767000,108000,0,0,33787000000,313260,-0.018264553978839748,-0.31275126558326527,-0.27125506072874495,0.12734864300626306,108.77,111.02,113.09,127.39,104.37353178882852,117.65646821117151
VLC,Tổng Công ty Chăn nuôi Việt Nam - CTCP,UPCOM,Sản xuất thực phẩm,Thực phẩm & Đồ uống,0.0199,3.8472,0.0108,0.0392,0.0321,0.0446,0.0252,1927230742000,1.3954,0.0615,0.0742,1709,-0.2414,424.9655,2970136725,1.6194,0.038,,0.0232,-1041.9212,99.1184,0,0.19,0.19,99.81,90.433,0,9.567,0.623,,,,,0,0.8816,99.1184,0.0196,600,0.2066,1607.312,19.0019,-0.2414,0.0108,4.8416,1.6187,0,0,30800,300.0000000000007,0.009836065573770592,11722440000,385000,2.510698054434969,2.7325605801853383,-0.09411764705882351,1.0979497309447586,30.82,28.73,24.93,18.44,23.894671676091136,33.56532832390889
VND,Công ty Cổ phần Chứng khoán VNDIRECT,HOSE,Tài chính,Dịch vụ tài chính,-0.0238,1.4246,-0.611,0.0801,0.018,0.089,-0.0214,2742050268950,0.8328,0.0304,0.1112,3745,0.0255,278.808,10537174350,0.3554,0.2107,,0.0989,17.4175,61.9089,0,3.148,3.148,96.852,47.619,5.711,46.67,0.7202,-0.0033,0.7402,0.5905,-0.2791,0,38.0911,61.9089,,,0.7175,1685.6364,7.8012,0.0255,-0.611,1.4246,0.1442,316900000,548006500,13200,49.999999999998934,0.0038022813688212143,5513000000,419100,-0.27905456547168517,-0.46893268902403873,-0.1400651465798046,0.23364485981308405,13.34,13.32,12.44,13.36,12.48727412711992,14.147725872880086
VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.6608,1.2023,-9.7628,-0.7803,-0.0102,0.0074,0.0037,352316341900,0.3728,0.0044,0.0066,4709,-0.8828,-114.4949,1111259070,-0.5562,0.0054,-3.2679,-0.049,24.429,93.8506,0.758,3.151,3.909,96.091,8.051,10.373,81.576,0.4566,-0.9384,-0.9537,3.327,-0.8339,0,6.1494,93.8506,,,0.0788,78.1953,54.9905,-0.8828,,1.5884,0.8138,0,85957000,4300,0,0,618000000,143970,-0.4412729213156108,-0.4288978406649966,-0.17938931297709926,0.4675767918088737,4.34,4.36,4.44,3.78,4.090036498781416,4.637963501218589
VNG,Công ty Cổ phần Du lịch Thành Thành Công,HOSE,Du lịch & Giải trí,Du lịch & Giải trí,-0.0049,0.9732,2.6816,-0.047,0.1123,0.0139,0.0587,1624519353600,1.7171,0.0241,0.0468,3848,-0.5458,405.6659,3472160225,0.6685,0.0577,4.3321,0.158,-3280.2476,99.8801,1.93,2.394,4.324,95.676,45.353,0,54.647,0.3819,0.2172,0.0685,1.406,-0.4783,0,0.1199,99.8801,,,0.28,563.3086,29.6463,-0.5897,,0.9949,0.4171,0,9686000,16450,-250,-0.014970059880239472,3186000000,194070,-0.2125156729953782,-0.1706817827328999,-0.2688888888888889,0.3708333333333333,15.4,14.96,14.16,17.79,13.407726742025817,16.52227325797418
VNM,Công ty Cổ phần Sữa Việt Nam,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-1,1.5567,0.2559,-0.006,0.0846,,0.0307,196253266113800,6.3089,0.2468,0.3555,5276,-1,1587.7727,131007226100,1.0755,0.1843,80.8416,,,41.257,0.027,0.481,0.508,99.492,74.938,0.018,25.044,0.882,0.4656,0.4552,0.0508,0.4148,36,58.743,5.257,0.0266,3000,0.4718,6061.4775,18.5928,,0.2559,1.9874,1.3394,33415333000,8074918000,114700,2000,0.017746228926353247,51162000000,450020,-0.4614344355485346,-0.5955298144193504,-0.12864457510977406,0.38833412009634827,113.98,115.85,110.68,112.56,109.2088885086483,122.49781149135171
VOC,Tổng Công ty Công nghiệp dầu thực vật Việt Nam – CTCP,UPCOM,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.4154,2.0101,-0.3526,0.0812,0.0306,0.0439,-0.0183,1764273000000,0.8025,0.0907,0.1136,1380,-0.1227,539.2337,1753008690,0.0472,0.0914,12.3402,-0.1276,-93.6393,99.9175,0,0.045,0.045,99.955,87.299,0,12.701,0.7117,,,,,36.3,0.0825,63.6175,0.0828,1200,0.0214,2017.112,7.1811,-0.1227,-0.3526,2.3142,0.9921,0,0,14700,199.9999999999993,0.01379310344827589,142800000,9800,-0.801204538216399,-0.915469146238377,-0.09259259259259264,0.7375886524822695,14.98,14.9,13.2,10.61,13.795463898282051,16.004536101717985
VOS,Công ty Cổ phần Vận tải biển Việt Nam ,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,-0.0857,0.5957,-1.4459,-0.0742,-0.1221,0.0812,-0.0233,198800000000,0.3248,0.0032,0.017,3583,1.9799,-617.2296,847975830,-0.6162,0.0071,-1.8629,-0.144,7.5513,97.403,0.111,0.065,0.176,99.824,60,0,40,0.7163,-0.9785,-0.9064,-0.2589,-0.8445,51,2.597,46.403,,,-0.0237,73.7787,19.2467,1.9799,,0.6923,0.456,148000,0,1480,60.00000000000006,0.04225352112676051,183000000,127450,-0.49899760210700106,-0.7549389558611315,-0.3728813559322034,0.1935483870967742,1.57,1.6,1.49,1.6,1.4266826780091355,1.7823173219908641
